threshold_name,threshold_value,volume_id,sample_count,supported_pixels,support_weight_sum,method,high_risk_prevalence,auprc,auroc
q95,2.0520856380462646,file_brain_AXT2_207_2070208,16,3276800,845937.884765625,B3,0.15102252550924103,0.2253433179098238,0.5868869010605502
q95,2.0520856380462646,file_brain_AXT2_207_2070208,16,3276800,845937.884765625,B4,0.15102252550924103,0.25851580220965775,0.7227919686639392
q95,2.0520856380462646,file_brain_AXT2_207_2070208,16,3276800,845937.884765625,B5,0.15102252550924103,0.15154582036656059,0.5009228726175465
q95,2.0520856380462646,file_brain_AXT2_207_2070208,16,3276800,845937.884765625,B6,0.15102252550924103,0.2700527951040449,0.7393011738088286
q85,1.4107755422592163,file_brain_AXT2_207_2070280,16,3276800,859531.2122192383,C0,0.48655960018493744,0.9378161537174318,0.949086499415746
q85,1.4107755422592163,file_brain_AXT2_207_2070280,16,3276800,859531.2122192383,U1,0.48655960018493744,0.9023367126977782,0.9096717453163398
q85,1.4107755422592163,file_brain_AXT2_207_2070280,16,3276800,859531.2122192383,U2a,0.48655960018493744,0.5583731857776227,0.661732179193319
q85,1.4107755422592163,file_brain_AXT2_207_2070280,16,3276800,859531.2122192383,U2b,0.48655960018493744,0.654897071446864,0.7836867686931829
q85,1.4107755422592163,file_brain_AXT2_207_2070280,16,3276800,859531.2122192383,B1,0.48655960018493744,0.7344304191817931,0.8131075228259477
q85,1.4107755422592163,file_brain_AXT2_207_2070280,16,3276800,859531.2122192383,B2,0.48655960018493744,0.7338675602429587,0.8228965184759942
q85,1.4107755422592163,file_brain_AXT2_207_2070280,16,3276800,859531.2122192383,B3,0.48655960018493744,0.5941639570252012,0.5899094847432027
q85,1.4107755422592163,file_brain_AXT2_207_2070280,16,3276800,859531.2122192383,B4,0.48655960018493744,0.7215655749900453,0.8011352826362446
q85,1.4107755422592163,file_brain_AXT2_207_2070280,16,3276800,859531.2122192383,B5,0.48655960018493744,0.4867120111510567,0.5002446737249762
q85,1.4107755422592163,file_brain_AXT2_207_2070280,16,3276800,859531.2122192383,B6,0.48655960018493744,0.7309009442329102,0.8165318803108291
q95,2.0520856380462646,file_brain_AXT2_207_2070280,16,3276800,859531.2122192383,C0,0.17527301516869068,0.6000522929644605,0.8845039832217286
q95,2.0520856380462646,file_brain_AXT2_207_2070280,16,3276800,859531.2122192383,U1,0.17527301516869068,0.4831688923542599,0.83959663994486
q95,2.0520856380462646,file_brain_AXT2_207_2070280,16,3276800,859531.2122192383,U2a,0.17527301516869068,0.18620576281089712,0.580635543133606
q95,2.0520856380462646,file_brain_AXT2_207_2070280,16,3276800,859531.2122192383,U2b,0.17527301516869068,0.19728945043019047,0.6157259441326177
q95,2.0520856380462646,file_brain_AXT2_207_2070280,16,3276800,859531.2122192383,B1,0.17527301516869068,0.3282976417704747,0.7506696036151809
q95,2.0520856380462646,file_brain_AXT2_207_2070280,16,3276800,859531.2122192383,B2,0.17527301516869068,0.32873595187025917,0.7617706434525837
q95,2.0520856380462646,file_brain_AXT2_207_2070280,16,3276800,859531.2122192383,B3,0.17527301516869068,0.27561734670534815,0.6263356213939896
q95,2.0520856380462646,file_brain_AXT2_207_2070280,16,3276800,859531.2122192383,B4,0.17527301516869068,0.29224936723892225,0.7278417124834292
q95,2.0520856380462646,file_brain_AXT2_207_2070280,16,3276800,859531.2122192383,B5,0.17527301516869068,0.17536416768805776,0.5002109797360237
q95,2.0520856380462646,file_brain_AXT2_207_2070280,16,3276800,859531.2122192383,B6,0.17527301516869068,0.27089158371495675,0.7028227554119504
q85,1.4107755422592163,file_brain_AXT2_207_2070352,16,3276800,849531.7224731445,C0,0.6307352483186991,0.9930531355240142,0.9898712253443961
q85,1.4107755422592163,file_brain_AXT2_207_2070352,16,3276800,849531.7224731445,U1,0.6307352483186991,0.964910009195062,0.9380688805476816
q85,1.4107755422592163,file_brain_AXT2_207_2070352,16,3276800,849531.7224731445,U2a,0.6307352483186991,0.7610538058082521,0.7469850896057086
q85,1.4107755422592163,file_brain_AXT2_207_2070352,16,3276800,849531.7224731445,U2b,0.6307352483186991,0.9242800808337072,0.9194900324676584
q85,1.4107755422592163,file_brain_AXT2_207_2070352,16,3276800,849531.7224731445,B1,0.6307352483186991,0.9201067729211724,0.9034464579068986
